,transaction_id,customer_id,amount,customer_age,past_fraud_count,avg_spend,is_international,device_type,customer_region,category,merchant,transaction_time,is_fraud
4243,T5243,C184,60.55,57.0,1,28.68,0,web,East,shopping,Starbucks,2024-01-01 23:12:24,0
4248,T5248,C179,87.84,50.0,1,81.96,0,web,South,food,Amazon,2024-01-01 07:23:00,0
4259,T5259,C225,51.2,60.0,1,17.72,0,pos,South,shopping,Amazon,2024-01-01 21:42:00,0
4273,T5273,C412,64.9,42.0,1,148.31,0,pos,West,shopping,Target,2024-01-02 01:27:00,0
4284,T5284,C135,80.38,61.0,1,15.18,0,web,North,electronics,BestBuy,2024-01-01 10:48:00,0
4285,T5285,C262,90.44,26.0,3,117.94,0,mobile,South,food,Amazon,2024-01-01 18:46:00,0
4290,T5290,C175,77.71,56.0,2,115.66,0,mobile,North,electronics,Walmart,2024-01-01 11:27:00,0
4296,T5296,C435,15.49,63.0,1,22.57,1,web,North,food,Amazon,2024-01-01 06:59:21,0
4297,T5297,C200,16.42,20.0,1,139.75,0,web,South,grocery,Amazon,2024-01-01 23:17:00,0
4298,T5298,C238,56.7,43.0,1,104.77,0,web,West,food,Target,2024-01-01 01:43:00,0
4299,T5299,C270,90.55,31.0,1,139.05,0,web,North,electronics,Amazon,2024-01-01 21:08:00,0
4302,T5302,C301,140.7,56.0,1,142.19,0,pos,North,shopping,BestBuy,2024-01-01 14:06:00,0
4306,T5306,C369,64.79,40.0,1,182.58,0,pos,East,travel,Target,2024-01-01 13:55:00,0
4308,T5308,C463,176.41,27.0,1,53.9,0,web,West,shopping,Unknown,2024-01-01 01:58:00,0
4309,T5309,C272,153.0,42.0,1,64.21,0,pos,West,grocery,Walmart,2024-01-01 14:13:00,0
4317,T5317,C195,4.11,40.0,1,100.96,0,web,South,travel,Target,2024-01-01 01:42:00,0
4319,T5319,C495,72.63,66.0,1,150.89,0,web,East,electronics,Target,2024-01-01 16:27:00,0
4321,T5321,C277,274.79,43.0,2,138.35,1,web,South,electronics,Target,2024-01-01 19:07:00,0
4346,T5346,C118,160.84,36.0,1,95.89,0,pos,East,travel,Unknown,2024-01-01 19:15:00,0
4348,T5348,C355,174.83,38.0,2,105.04,0,mobile,North,electronics,Walmart,2024-01-02 03:42:00,0
4357,T5357,C442,98.26,62.0,1,0.55,0,mobile,South,electronics,Target,2024-01-01 18:24:57,0
4362,T5362,C458,144.26,43.0,2,87.56,0,pos,West,food,BestBuy,2024-02-01 02:01:26,0
4371,T5371,C173,48.89,18.0,1,138.8,0,mobile,South,food,Unknown,2024-01-01 00:00:00,0
4377,T5377,C363,182.73,53.0,1,69.65,0,web,East,grocery,Starbucks,2024-01-01 23:11:58,0
4380,T5380,C469,6.4,57.0,2,127.56,0,web,West,Unknown,Walmart,2024-01-01 00:41:00,0
4389,T5389,C403,4.51,55.0,1,15.73,0,pos,North,electronics,Amazon,2024-01-02 00:03:00,0
4399,T5399,C470,13.58,60.0,1,105.58,0,web,North,shopping,Walmart,2024-01-01 10:11:37,0
4402,T5402,C110,28.22,58.0,1,91.79,0,pos,West,food,Unknown,2024-01-01 07:03:00,0
4404,T5404,C480,70.865,68.0,1,46.49,0,mobile,West,electronics,Target,2024-02-01 01:54:00,0
4407,T5407,C455,15.38,33.0,1,118.36,0,mobile,West,grocery,Starbucks,2024-01-01 05:39:25,0
4416,T5416,C121,53.69,44.0,1,113.88,0,pos,East,food,Amazon,2024-01-01 04:04:16,0
4417,T5417,C149,2.43,40.0,1,87.02,0,mobile,West,electronics,Starbucks,2024-01-01 11:24:00,0
4421,T5421,C198,314.01,56.0,2,184.29,0,web,North,grocery,Starbucks,2024-01-01 19:06:44,0
4429,T5429,C402,159.71,48.0,1,109.57,0,pos,South,travel,Walmart,2024-01-01 09:49:00,0
4431,T5431,C346,79.17,30.0,1,53.83,0,pos,East,electronics,BestBuy,2024-01-01 09:42:00,0
4436,T5436,C119,43.07,48.0,2,94.84,1,web,South,grocery,BestBuy,2024-01-01 09:49:22,1
4451,T5451,C317,86.36,39.0,1,-15.46,0,web,West,food,BestBuy,2024-01-01 12:11:00,0
4457,T5457,C410,15.08,65.0,1,99.55,0,web,North,food,Walmart,2024-01-01 19:01:55,0
4463,T5463,C232,14.53,39.0,1,85.53,1,pos,North,Unknown,Amazon,2024-01-01 06:50:20,0
4464,T5464,C265,112.53,43.0,1,145.96,0,pos,East,travel,Starbucks,2024-01-01 00:05:00,0
4468,T5468,C135,298.13,43.0,1,-65.39,0,mobile,South,electronics,Target,2024-01-01 03:35:00,0
4470,T5470,C169,237.56,33.0,2,-43.79,1,web,West,travel,Starbucks,2024-01-01 08:03:00,0
4471,T5471,C153,70.865,48.0,1,94.09,0,mobile,North,Unknown,Target,2024-01-01 19:35:36,0
4472,T5472,C495,23.36,23.0,1,99.64,0,pos,North,electronics,BestBuy,2024-01-01 11:23:00,0
4473,T5473,C422,43.92,43.0,1,-24.13,0,pos,East,electronics,Walmart,2024-01-01 05:12:00,0
4479,T5479,C245,85.71,43.0,1,38.54,0,mobile,West,grocery,BestBuy,2024-01-01 12:40:09,0
4482,T5482,C341,80.63,54.0,1,116.62,1,pos,West,electronics,Target,2024-01-01 18:51:00,0
4484,T5484,C336,23.59,48.0,1,115.05,0,pos,West,grocery,Amazon,2024-02-01 02:55:00,0
4487,T5487,C325,43.82,67.0,1,113.55,0,pos,South,Unknown,Amazon,2024-01-01 17:03:21,0
4489,T5489,C495,82.99,19.0,1,69.57,0,web,South,electronics,Amazon,2024-01-01 16:16:00,0
4491,T5491,C447,118.73,69.0,1,113.68,0,pos,West,Unknown,BestBuy,2024-01-01 11:16:00,0
4494,T5494,C186,132.81,59.0,1,32.75,0,web,West,food,Target,2024-02-01 00:18:00,0
4496,T5496,C275,66.98,53.0,1,84.65,0,pos,North,travel,Target,2024-01-01 17:24:48,0
4498,T5498,C333,30.29,26.0,1,45.39,1,web,South,travel,Target,2024-01-01 03:36:00,0
4499,T5499,C134,54.32,53.0,1,26.34,0,mobile,West,Unknown,Unknown,2024-01-01 13:17:00,0
4505,T5505,C452,33.63,63.0,1,192.45,0,web,West,electronics,BestBuy,2024-02-01 03:21:47,0
4516,T5516,C312,73.68,30.0,1,112.23,0,mobile,West,food,Amazon,2024-01-01 02:59:13,0
4521,T5521,C387,86.07,49.0,1,99.78,0,pos,North,travel,Walmart,2024-01-01 07:02:15,0
4525,T5525,C229,56.15,64.0,1,132.42,0,pos,West,travel,Starbucks,2024-01-01 02:13:00,0
4530,T5530,C338,31.31,43.0,1,140.08,0,pos,West,Unknown,BestBuy,2024-01-02 02:26:00,0
4538,T5538,C211,8.51,63.0,1,3.5,0,web,South,food,Target,2024-01-01 04:16:00,0
4543,T5543,C291,33.31,43.0,1,98.07,1,pos,East,electronics,BestBuy,2024-01-01 22:18:16,0
4548,T5548,C156,110.53,61.0,1,57.19,0,web,South,electronics,Walmart,2024-01-01 18:38:00,0
4553,T5553,C372,217.31,40.0,1,138.93,0,mobile,West,Unknown,Target,2024-01-01 04:22:00,0
4554,T5554,C373,61.34,36.0,1,123.27,0,web,North,grocery,Target,2024-01-01 19:24:00,0
4558,T5558,C246,268.44,38.0,1,-21.49,0,web,North,electronics,BestBuy,2024-01-01 08:46:00,0
4565,T5565,C405,227.68,44.0,1,102.43,0,mobile,North,grocery,Target,2024-01-01 02:03:00,0
4567,T5567,C142,24.93,58.0,1,70.81,0,pos,North,food,Unknown,2024-02-01 01:46:00,0
4568,T5568,C217,14.86,52.0,1,102.52,1,web,North,grocery,Starbucks,2024-01-01 11:25:00,1
4572,T5572,C399,27.32,61.0,1,110.82,0,web,West,food,Amazon,2024-01-01 02:05:00,0
4591,T5591,C221,23.17,44.0,1,127.18,1,mobile,South,shopping,Target,2024-01-01 06:44:45,1
4594,T5594,C173,55.77,56.0,1,156.28,0,pos,East,travel,BestBuy,2024-01-01 04:48:30,0
4599,T5599,C173,31.36,42.0,1,74.33,0,web,East,shopping,BestBuy,2024-02-01 03:37:00,0
4606,T5606,C255,187.16,60.0,1,93.11,0,pos,South,grocery,Unknown,2024-01-01 15:36:00,0
4611,T5611,C261,6.45,56.0,1,120.68,0,mobile,West,electronics,Walmart,2024-01-01 14:01:00,0
4617,T5617,C298,208.34,52.0,1,67.31,0,pos,South,shopping,Unknown,2024-01-01 03:09:28,0
4628,T5628,C390,103.77,55.0,1,67.77,0,pos,East,electronics,Amazon,2024-01-01 14:34:00,0
4638,T5638,C178,139.36,30.0,1,61.06,0,web,East,electronics,Unknown,2024-01-01 04:30:00,0
4643,T5643,C407,14.12,30.0,2,101.51,0,mobile,North,shopping,Amazon,2024-01-01 10:36:00,0
4648,T5648,C191,206.39,62.0,1,103.3,1,mobile,West,food,Starbucks,2024-01-01 04:55:00,0
4667,T5667,C168,182.54,60.0,1,149.34,0,web,West,travel,Target,2024-01-01 05:36:00,0
4676,T5676,C221,4.83,27.0,1,99.21,0,mobile,North,shopping,Starbucks,2024-01-01 09:48:00,0
4678,T5678,C401,113.68,35.0,1,95.59,0,web,South,grocery,Amazon,2024-01-01 16:31:00,0
4683,T5683,C225,35.42,25.0,1,129.3,0,pos,East,travel,BestBuy,2024-01-01 23:27:00,0
4685,T5685,C404,49.94,24.0,1,38.65,1,mobile,North,food,Starbucks,2024-01-01 21:27:00,1
4687,T5687,C266,1.08,57.0,1,93.57,0,mobile,North,food,BestBuy,2024-01-01 19:04:00,0
4688,T5688,C430,78.58,20.0,1,51.25,0,pos,West,shopping,Target,2024-01-01 22:54:55,0
4692,T5692,C265,42.17,63.0,1,79.79,0,web,East,food,Amazon,2024-01-01 20:33:00,0
4700,T5700,C274,28.76,23.0,1,159.63,0,mobile,West,electronics,Starbucks,2024-01-01 09:50:00,0
4703,T5703,C201,70.865,28.0,1,131.14,0,pos,South,Unknown,Walmart,2024-01-01 12:56:00,0
4710,T5710,C333,54.3,30.0,1,26.19,0,mobile,South,electronics,Walmart,2024-01-01 01:08:00,0
4725,T5725,C490,0.02,62.0,3,131.25,1,web,East,shopping,Amazon,2024-01-01 20:44:00,0
4730,T5730,C187,12.82,26.0,1,93.14,0,pos,East,Unknown,Target,2024-01-01 20:46:00,0
4733,T5733,C143,264.24,38.0,1,30.9,1,mobile,North,food,Target,2024-01-01 02:56:22,1
4735,T5735,C405,12.69,52.0,1,22.06,0,web,East,grocery,Starbucks,2024-01-01 13:27:00,0
4741,T5741,C350,11.72,30.0,1,171.6,1,web,South,grocery,BestBuy,2024-01-01 23:28:07,0
4751,T5751,C285,58.73,64.0,1,57.34,0,web,South,grocery,Amazon,2024-01-02 01:15:00,0
4756,T5756,C274,1.0,20.0,1,68.84,0,pos,East,travel,Starbucks,2024-01-01 20:55:00,0
4766,T5766,C131,194.86,40.0,2,71.66,0,mobile,West,grocery,Starbucks,2024-01-01 09:05:44,0
4770,T5770,C378,0.7,43.0,1,197.77,1,web,West,travel,BestBuy,2024-01-01 10:47:00,0
4783,T5783,C495,34.44,67.0,1,110.0,0,mobile,North,travel,BestBuy,2024-01-01 03:00:00,0
4784,T5784,C132,54.02,44.0,1,147.87,1,pos,East,travel,Starbucks,2024-01-01 16:08:00,0
4785,T5785,C208,47.3,64.0,1,38.78,1,web,South,travel,Amazon,2024-01-01 11:55:26,0
4786,T5786,C186,208.67,57.0,1,85.94,0,mobile,South,shopping,Starbucks,2024-02-01 01:41:00,0
4787,T5787,C146,235.7,50.0,1,94.07,0,web,South,food,Starbucks,2024-01-01 23:25:00,0
4806,T5806,C203,8.11,27.0,1,212.03,0,mobile,East,food,Starbucks,2024-01-01 21:52:38,0
4816,T5816,C483,239.91,63.0,1,168.27,0,pos,North,electronics,Starbucks,2024-01-01 13:04:00,0
4818,T5818,C204,219.1,36.0,1,159.38,0,mobile,West,grocery,BestBuy,2024-01-01 14:49:00,0
4833,T5833,C144,16.93,45.0,1,159.4,0,mobile,West,food,Walmart,2024-01-01 17:05:08,0
4835,T5835,C361,9.15,47.0,1,75.25,1,pos,North,travel,Amazon,2024-01-01 22:49:00,0
4836,T5836,C229,47.38,60.0,1,51.88,0,pos,South,grocery,Walmart,2024-01-01 20:14:13,0
4841,T5841,C450,307.12,69.0,1,97.92,0,pos,South,shopping,Unknown,2024-01-01 09:33:23,0
4850,T5850,C137,70.865,43.0,1,78.57,0,pos,East,grocery,Walmart,2024-01-01 13:18:00,0
4855,T5855,C380,70.865,47.0,1,80.3,0,pos,East,Unknown,Amazon,2024-01-01 06:12:00,0
4860,T5860,C400,70.865,24.0,1,112.97,0,web,North,grocery,BestBuy,2024-02-01 01:58:56,1
4865,T5865,C227,100.96,30.0,1,131.46,0,mobile,West,travel,Starbucks,2024-01-01 13:09:00,0
4866,T5866,C498,44.0,32.0,1,74.62,0,pos,South,food,Starbucks,2024-01-01 11:05:00,0
4870,T5870,C456,48.15,44.0,1,29.15,0,mobile,West,electronics,Target,2024-01-01 17:32:28,0
4874,T5874,C103,35.65,37.0,1,77.64,0,mobile,South,Unknown,Target,2024-01-01 12:36:00,0
4876,T5876,C486,91.87,43.0,1,80.36,0,mobile,South,Unknown,Starbucks,2024-01-01 08:15:00,0
4877,T5877,C240,119.1,43.0,1,155.36,0,mobile,North,grocery,Walmart,2024-01-01 13:06:32,0
4878,T5878,C162,45.02,43.0,1,74.29,0,mobile,South,shopping,Target,2024-01-01 22:22:00,0
4880,T5880,C106,22.83,46.0,1,203.02,0,web,North,shopping,BestBuy,2024-01-01 17:22:00,0
4884,T5884,C252,11.64,39.0,1,103.33,0,pos,South,electronics,Target,2024-01-01 12:28:00,0
4893,T5893,C352,27.55,20.0,1,82.17,0,pos,South,shopping,Starbucks,2024-01-01 00:36:57,0
4895,T5895,C381,8.4,68.0,1,143.96,0,mobile,North,shopping,Walmart,2024-01-01 07:49:00,0
4896,T5896,C384,15.92,21.0,1,57.44,1,pos,North,grocery,Target,2024-01-01 23:17:00,0
4901,T5901,C130,66.14,47.0,1,131.85,1,web,East,Unknown,Target,2024-01-02 02:00:00,1
4906,T5906,C286,70.865,34.0,1,159.52,0,web,South,food,Walmart,2024-01-01 16:22:00,0
4909,T5909,C118,79.12,69.0,2,128.26,0,pos,South,food,Amazon,2024-01-01 01:40:12,0
4910,T5910,C243,215.83,65.0,1,143.97,0,pos,South,Unknown,Amazon,2024-01-01 19:50:00,0
4911,T5911,C251,80.74,37.0,1,101.97,0,pos,South,shopping,Amazon,2024-01-01 15:07:00,0
4918,T5918,C336,142.64,31.0,1,83.6,0,mobile,South,grocery,BestBuy,2024-01-01 13:37:00,0
4921,T5921,C176,70.865,30.0,2,138.21,0,web,South,food,Amazon,2024-01-01 18:23:15,0
4926,T5926,C444,62.56,19.0,1,42.56,0,mobile,East,travel,Unknown,2024-01-02 02:00:00,0
4933,T5933,C225,58.85,27.0,1,87.83,1,web,North,travel,Unknown,2024-01-01 19:45:00,0
4935,T5935,C264,43.33,20.0,1,51.26,0,web,West,travel,Target,2024-01-01 14:49:00,0
4944,T5944,C130,157.96,51.0,1,71.85,0,pos,South,shopping,Amazon,2024-01-01 02:14:00,0
4945,T5945,C305,70.865,54.0,1,156.11,1,mobile,North,travel,Starbucks,2024-01-01 09:25:00,0
4953,T5953,C498,112.01,68.0,1,86.86,0,web,North,electronics,Starbucks,2024-01-01 10:50:03,0
4956,T5956,C334,44.16,42.0,1,54.58,0,pos,South,shopping,Amazon,2024-01-01 13:26:00,0
4957,T5957,C404,100.72,38.0,1,34.17,0,pos,East,shopping,Starbucks,2024-01-01 18:24:34,0
4961,T5961,C449,22.82,41.0,1,92.2,0,web,East,food,BestBuy,2024-01-01 17:39:01,0
4962,T5962,C105,34.52,64.0,1,22.62,0,mobile,North,grocery,Walmart,2024-01-01 10:08:00,0
4963,T5963,C379,138.07,55.0,1,75.98,1,mobile,South,electronics,Starbucks,2024-01-01 00:10:57,1
4974,T5974,C104,29.06,50.0,1,154.55,0,mobile,South,travel,Starbucks,2024-01-01 17:28:00,0
4989,T5989,C214,146.86,68.0,1,74.43,0,web,North,electronics,Starbucks,2024-01-01 23:52:00,0
4995,T5995,C239,227.69,39.0,1,164.06,0,web,North,grocery,BestBuy,2024-01-01 18:47:12,0
4996,T5996,C405,12.71,45.0,1,105.68,0,pos,South,travel,Walmart,2024-01-01 01:32:00,0
4997,T5997,C304,39.73,56.0,1,112.05,0,pos,North,shopping,Walmart,2024-01-01 23:21:00,0
4998,T5998,C160,169.14,43.0,1,15.03,0,mobile,North,grocery,Unknown,2024-01-01 21:43:00,0
